# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov  2 16:07:55 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
#
rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim
211,HATS-18,b,1,0.83784340,0.00000047,-0.00000047,0,1.98000,0.07700,-0.07700,0,1.337,0.102,-0.049,0
212,HATS-2,b,1,1.35413300,0.00000100,-0.00000100,0,1.34500,0.15000,-0.15000,0,1.168,0.030,-0.030,0
213,HATS-25,b,1,4.29864320,0.00000450,-0.00000450,0,0.61300,0.04200,-0.04200,0,1.260,0.100,-0.100,0
214,HATS-26,b,1,3.30238810,0.00000760,-0.00000760,0,0.65000,0.07600,-0.07600,0,1.750,0.210,-0.210,0
215,HATS-27,b,1,4.63703800,0.00001400,-0.00001400,0,0.53000,0.13000,-0.13000,0,1.500,0.200,-0.110,0
216,HATS-28,b,1,3.18107810,0.00000390,-0.00000390,0,0.67200,0.08700,-0.08700,0,1.194,0.070,-0.070,0
217,HATS-29,b,1,4.60587490,0.00000630,-0.00000630,0,0.65300,0.06300,-0.06300,0,1.251,0.061,-0.061,0
218,HATS-3,b,1,3.54785100,0.00000500,-0.00000500,0,1.07100,0.13600,-0.13600,0,1.381,0.035,-0.035,0
219,HATS-30,b,1,3.17435160,0.00000260,-0.00000260,0,0.70600,0.03900,-0.03900,0,1.175,0.052,-0.052,0
220,HATS-4,b,1,2.51672900,0.00000200,-0.00000200,0,1.32300,0.02800,-0.02800,0,1.020,0.037,-0.037,0
221,HATS-5,b,1,4.76338700,0.00001000,-0.00001000,0,0.23700,0.01200,-0.01200,0,0.912,0.025,-0.025,0
222,HATS-6,b,1,3.32527250,0.00000210,-0.00000210,0,0.31900,0.07000,-0.07000,0,0.998,0.019,-0.019,0
223,HATS-8,b,1,3.58389300,0.00001000,-0.00001000,0,0.13800,0.01900,-0.01900,0,0.873,0.123,-0.075,0
224,HATS-9,b,1,1.91530730,0.00000520,-0.00000520,0,0.83700,0.02900,-0.02900,0,1.065,0.098,-0.098,0
225,HD 100546,b,1,,,,,,,,,6.900,2.700,-2.900,0
226,HD 100655,b,1,157.57000000,0.65000000,-0.65000000,0,1.70000,0.10000,-0.20000,0,,,,
227,HD 100777,b,1,383.70000000,1.20000000,-1.20000000,0,1.16000,0.03000,-0.03000,0,,,,
228,HD 10180,c,6,5.75969000,0.00028000,-0.00028000,0,0.04160,0.00140,-0.00140,0,,,,
229,HD 10180,d,6,16.35700000,0.00380000,-0.00380000,0,0.03780,0.00220,-0.00220,0,,,,
230,HD 10180,e,6,49.74800000,0.02500000,-0.02500000,0,0.08050,0.00320,-0.00320,0,,,,
231,HD 10180,f,6,122.74400000,0.23200000,-0.23200000,0,0.07220,0.00470,-0.00470,0,,,,
232,HD 10180,g,6,604.67000000,10.42000000,-10.42000000,0,0.07320,0.01380,-0.01380,0,,,,
233,HD 10180,h,6,2205.00000000,105.90000000,-105.90000000,0,0.20660,0.01390,-0.01390,0,,,,
234,HD 101930,b,1,70.46000000,0.18000000,-0.18000000,0,0.30000,,,0,,,,
235,HD 102117,b,1,20.81330000,0.00640000,-0.00640000,0,0.17200,0.02000,-0.02000,0,,,,
236,HD 102195,b,1,4.11377500,0.00055700,-0.00055700,0,0.45000,,,0,,,,
237,HD 102272,b,1,127.58000000,0.30000000,-0.30000000,0,5.90000,0.20000,-0.20000,0,,,,
238,HD 102329,b,1,778.10000000,7.50000000,-7.50000000,0,5.90000,0.30000,-0.30000,0,,,,
239,HD 102365,b,1,122.10000000,0.30000000,-0.30000000,0,0.05000,0.00800,-0.00800,0,,,,
240,HD 102956,b,1,6.49500000,0.00040000,-0.00040000,0,0.96000,0.05000,-0.05000,0,,,,
241,HD 103197,b,1,47.84000000,0.03000000,-0.03000000,0,0.09800,0.00600,-0.00600,0,,,,
242,HD 103720,b,1,4.55570000,0.00010000,-0.00010000,0,0.62000,0.02500,-0.02500,0,,,,
243,HD 103774,b,1,5.88810000,0.00050000,-0.00050000,0,0.36700,0.02200,-0.02200,0,,,,
244,HD 104067,b,1,55.80600000,0.04900000,-0.04900000,0,0.18600,0.01300,-0.01300,0,,,,
245,HD 10442,b,1,1043.00000000,9.00000000,-9.00000000,0,2.10000,0.15000,-0.15000,0,,,,
246,HD 104985,b,1,199.50500000,0.08500000,-0.08500000,0,8.30000,,,0,,,,
247,HD 106252,b,1,1531.00000000,4.70000000,-4.70000000,0,6.92000,0.16000,-0.16000,0,,,,
248,HD 106270,b,1,2890.00000000,390.00000000,-390.00000000,0,11.00000,0.80000,-0.80000,0,,,,
249,HD 10647,b,1,989.20000000,8.10000000,-8.10000000,0,0.94000,0.08000,-0.08000,0,,,,
250,HD 106515 A,b,1,3630.00000000,12.00000000,-12.00000000,0,9.61000,0.14000,-0.14000,0,,,,
251,HD 106906,b,1,,,,,11.00000,2.00000,-2.00000,0,,,,
252,HD 10697,b,1,1075.20000000,1.50000000,-1.50000000,0,6.21000,0.15000,-0.15000,0,,,,
253,HD 107148,b,1,48.05600000,0.05700000,-0.05700000,0,0.21000,0.03600,-0.03600,0,,,,
254,HD 108147,b,1,10.89850000,0.00450000,-0.00450000,0,0.26100,0.04000,-0.04000,0,,,,
255,HD 108341,b,1,1129.00000000,6.00000000,-8.00000000,0,3.50000,3.40000,-1.20000,0,,,,
256,HD 108863,b,1,443.40000000,4.20000000,-4.20000000,0,2.60000,0.20000,-0.20000,0,,,,
257,HD 108874,b,2,395.80000000,0.60000000,-0.60000000,0,1.29000,0.06000,-0.06000,0,,,,
258,HD 108874,c,2,1624.00000000,23.00000000,-23.00000000,0,0.99000,0.06000,-0.06000,0,,,,
259,HD 109246,b,1,68.27000000,0.13000000,-0.13000000,0,0.77000,0.09000,-0.09000,0,,,,
260,HD 109271,b,2,7.85430000,0.00090000,-0.00090000,0,0.05400,0.00400,-0.00400,0,,,,
261,HD 109271,c,2,30.93000000,0.02000000,-0.02000000,0,0.07600,0.00700,-0.00700,0,,,,
262,HD 109749,b,1,5.24000000,0.00200000,-0.00200000,0,0.28000,0.01600,-0.01600,0,,,,
263,HD 110014,b,1,835.47700000,6.04000000,-6.04000000,0,11.09000,1.00000,-1.00000,0,,,,
264,HD 111232,b,1,1143.00000000,14.00000000,-14.00000000,0,6.80000,,,0,,,,
265,HD 111998,b,1,825.90000000,6.20000000,-6.20000000,0,4.51000,0.50000,-0.50000,0,,,,
266,HD 113337,b,1,324.00000000,1.70000000,-3.30000000,0,2.83000,0.24000,-0.24000,0,,,,
267,HD 113538,b,2,663.20000000,8.40000000,-7.40000000,0,0.36000,0.04000,-0.04000,0,,,,
268,HD 113538,c,2,1818.00000000,25.00000000,-22.00000000,0,0.93000,0.06000,-0.06000,0,,,,
269,HD 114386,b,1,937.70000000,15.60000000,-15.60000000,0,1.24000,,,0,,,,
270,HD 114613,b,1,3827.00000000,105.00000000,-105.00000000,0,0.48000,0.04000,-0.04000,0,,,,
271,HD 114729,b,1,1114.00000000,15.00000000,-15.00000000,0,0.95000,0.10000,-0.10000,0,,,,
272,HD 114762,b,1,83.91510000,0.00300000,-0.00300000,0,10.98000,0.09000,-0.09000,0,1.110,,,0
273,HD 114783,b,1,493.70000000,1.80000000,-1.80000000,0,1.10000,0.06000,-0.06000,0,,,,
274,HD 11506,b,2,1627.50000000,5.90000000,-5.90000000,0,4.21000,0.07000,-0.07000,0,,,,
275,HD 11506,c,2,223.60000000,0.60000000,-0.60000000,0,0.36000,0.02000,-0.02000,0,,,,
276,HD 116029,b,1,670.00000000,11.00000000,-11.00000000,0,2.10000,0.20000,-0.20000,0,,,,
277,HD 117207,b,1,2597.00000000,41.00000000,-41.00000000,0,1.88000,0.17000,-0.17000,0,,,,
278,HD 11755,b,1,433.70000000,3.20000000,-3.20000000,0,6.50000,1.00000,-1.00000,0,,,,
279,HD 117618,b,1,25.82700000,0.01900000,-0.01900000,0,0.17800,0.02100,-0.02100,0,,,,
280,HD 118203,b,1,6.13350000,0.00060000,-0.00060000,0,2.13000,,,0,,,,
281,HD 11964,b,2,1945.00000000,26.00000000,-26.00000000,0,0.62200,0.05600,-0.05600,0,,,,
282,HD 11964,c,2,37.91000000,0.04100000,-0.04100000,0,0.07880,0.00970,-0.00970,0,,,,
283,HD 11977,b,1,711.00000000,8.00000000,-8.00000000,0,6.54000,,,0,,,,
284,HD 120084,b,1,2082.00000000,24.00000000,-35.00000000,0,4.50000,,,0,,,,
285,HD 121504,b,1,63.33000000,0.03000000,-0.03000000,0,1.22000,,,0,,,,
286,HD 12484,b,1,58.83000000,0.08000000,-0.08000000,0,2.98000,0.14000,-0.14000,0,,,,
287,HD 125595,b,1,9.67370000,0.00390000,-0.00390000,0,0.04100,0.00400,-0.00400,0,,,,
288,HD 125612,b,3,559.40000000,1.30000000,-1.30000000,0,3.00000,,,0,,,,
289,HD 125612,c,3,4.15470000,0.00050000,-0.00050000,0,0.05800,,,0,,,,
290,HD 125612,d,3,3008.00000000,202.00000000,-202.00000000,0,7.20000,,,0,,,,
291,HD 12648,b,1,133.60000000,0.50000000,-0.50000000,0,2.90000,0.40000,-0.40000,0,,,,
292,HD 12661,b,2,262.70900000,0.08300000,-0.08300000,0,2.17600,0.03700,-0.03700,0,,,,
293,HD 12661,c,2,1708.00000000,14.00000000,-14.00000000,0,1.81200,0.04800,-0.04800,0,,,,
294,HD 126614,b,1,1244.00000000,17.00000000,-17.00000000,0,0.38000,0.04000,-0.04000,0,,,,
295,HD 128311,b,2,453.01900000,0.40400000,-0.40400000,0,1.76900,0.02300,-0.02300,0,,,,
296,HD 128311,c,2,921.53800000,1.15000000,-1.15000000,0,3.78900,0.92400,-0.43200,0,,,,
297,HD 129445,b,1,1840.00000000,55.00000000,-55.00000000,0,1.60000,0.60000,-0.60000,0,,,,
298,HD 130322,b,1,10.70871000,0.00018000,-0.00018000,0,1.15000,,,0,,,,
299,HD 131399 A,b,1,200887.50000000,54787.50000000,-54787.50000000,0,4.00000,1.00000,-1.00000,0,,,,
300,HD 131496,b,1,883.00000000,29.00000000,-29.00000000,0,2.20000,0.20000,-0.20000,0,,,,
301,HD 131664,b,1,1951.00000000,41.00000000,-41.00000000,0,18.15000,0.35000,-0.35000,0,,,,
302,HD 13189,b,1,471.60000000,6.00000000,-6.00000000,0,14.00000,6.00000,-6.00000,0,,,,
303,HD 132406,b,1,974.00000000,39.00000000,-39.00000000,0,5.61000,,,0,,,,
304,HD 132563,b,1,1544.00000000,34.00000000,-34.00000000,0,1.49000,0.09000,-0.09000,0,,,,
305,HD 133131 A,b,2,649.00000000,3.00000000,-3.00000000,0,1.42000,0.04000,-0.04000,0,,,,
306,HD 133131 A,c,2,3568.00000000,1084.00000000,-1084.00000000,0,0.42000,0.15000,-0.15000,0,,,,
307,HD 133131 B,1,2,5769.00000000,831.00000000,-831.00000000,0,2.50000,0.05000,-0.05000,0,,,,
308,HD 134987,b,2,258.19000000,0.07000000,-0.07000000,0,1.59000,0.02000,-0.02000,0,,,,
309,HD 134987,c,2,5000.00000000,400.00000000,-400.00000000,0,0.82000,0.03000,-0.03000,0,,,,
310,HD 136418,b,1,464.30000000,3.20000000,-3.20000000,0,2.00000,0.10000,-0.10000,0,,,,
311,HD 137388 A,b,1,330.00000000,2.00000000,-4.00000000,0,0.22300,0.02900,-0.02900,0,,,,
312,HD 13908,b,2,19.38200000,0.00600000,-0.00600000,0,0.86500,0.03500,-0.03500,0,,,,
313,HD 13908,c,2,931.00000000,17.00000000,-17.00000000,0,5.13000,0.25000,-0.25000,0,,,,
314,HD 13931,b,1,4218.00000000,388.00000000,-388.00000000,0,1.88000,0.15000,-0.15000,0,,,,
315,HD 139357,b,1,1125.70000000,9.00000000,-9.00000000,0,9.76000,2.15000,-2.15000,0,,,,
316,HD 14067,b,1,1455.00000000,13.00000000,-12.00000000,0,7.80000,0.70000,-0.70000,0,,,,
317,HD 141399,b,4,94.44000000,0.05000000,-0.05000000,0,0.45100,0.03000,-0.03000,0,,,,
318,HD 141399,c,4,201.99000000,0.08000000,-0.08000000,0,1.33000,0.08000,-0.08000,0,,,,
319,HD 141399,d,4,1069.80000000,6.70000000,-6.70000000,0,1.18000,0.08000,-0.08000,0,,,,
320,HD 141399,e,4,5000.00000000,560.00000000,-2000.00000000,0,0.66000,0.10000,-0.10000,0,,,,
321,HD 141937,b,1,653.22000000,1.21000000,-1.21000000,0,9.31600,0.32900,-0.32900,0,,,,
322,HD 142,b,2,349.70000000,1.20000000,-1.20000000,0,1.25000,0.15000,-0.15000,0,,,,
323,HD 142,c,2,6005.00000000,477.00000000,-477.00000000,0,5.30000,0.70000,-0.70000,0,,,,
324,HD 142022 A,b,1,1928.00000000,53.00000000,-39.00000000,0,5.10000,2.60000,-1.50000,0,,,,
325,HD 142245,b,1,1299.00000000,48.00000000,-48.00000000,0,1.90000,0.20000,-0.20000,0,,,,
326,HD 142415,b,1,386.30000000,1.60000000,-1.60000000,0,1.62000,,,0,,,,
327,HD 143105,b,1,2.19740000,0.00030000,-0.00030000,0,1.21000,0.06000,-0.06000,0,,,,
328,HD 143361,b,1,1057.00000000,20.00000000,-20.00000000,0,3.12000,1.44000,-1.44000,0,,,,
329,HD 145377,b,1,103.95000000,0.13000000,-0.13000000,0,5.76000,0.10000,-0.10000,0,,,,
330,HD 145457,b,1,176.30000000,0.39000000,-0.39000000,0,2.90000,,,0,,,,
331,HD 145934,b,1,2730.00000000,100.00000000,-100.00000000,0,2.28000,0.26000,-0.26000,0,,,,
332,HD 1461,b,2,5.77152000,0.00045000,-0.00045000,0,0.02026,0.00192,-0.00192,0,,,,
333,HD 1461,c,2,13.50520000,0.00290000,-0.00290000,0,0.01759,0.00230,-0.00230,0,,,,
334,HD 147018,b,2,44.23600000,0.00800000,-0.00800000,0,2.12000,0.07000,-0.07000,0,,,,
335,HD 147018,c,2,1008.00000000,18.00000000,-18.00000000,0,6.56000,0.32000,-0.32000,0,,,,
336,HD 147513,b,1,528.40000000,6.30000000,-6.30000000,0,1.21000,,,0,,,,
337,HD 148156,b,1,1027.00000000,28.00000000,-28.00000000,0,0.85000,0.67000,-0.05000,0,,,,
338,HD 148427,b,1,331.50000000,3.00000000,-3.00000000,0,0.96000,0.10000,-0.10000,0,,,,
339,HD 149026,b,1,2.87589110,0.00000250,-0.00000250,0,0.36800,0.01300,-0.01400,0,0.813,0.027,-0.025,0
340,HD 149143,b,1,4.08800000,0.00600000,-0.00600000,0,1.36000,,,0,,,,
341,HD 1502,b,1,431.80000000,3.50000000,-3.50000000,0,3.10000,0.20000,-0.20000,0,,,,
342,HD 150706,b,1,5894.00000000,5584.00000000,-1498.00000000,0,2.71000,1.14000,-0.66000,0,,,,
343,HD 152079,b,1,2097.00000000,930.00000000,-930.00000000,0,3.00000,2.00000,-2.00000,0,,,,
344,HD 152581,b,1,689.00000000,13.00000000,-13.00000000,0,1.50000,0.10000,-0.10000,0,,,,
345,HD 153950,b,1,499.40000000,3.60000000,-3.60000000,0,2.73000,0.05000,-0.05000,0,,,,
346,HD 154345,b,1,3342.00000000,95.00000000,-95.00000000,0,0.94700,0.09000,-0.09000,0,,,,
347,HD 154672,b,1,163.90000000,0.01000000,-0.01000000,0,5.02000,0.17000,-0.17000,0,,,,
348,HD 154857,b,2,408.60000000,0.50000000,-0.50000000,0,2.24000,0.05000,-0.05000,0,,,,
349,HD 154857,c,2,3452.00000000,105.00000000,-105.00000000,0,2.58000,0.16000,-0.16000,0,,,,
350,HD 155233,b,1,818.80000000,12.10000000,-12.10000000,0,2.60000,0.30000,-0.30000,0,,,,
351,HD 155358,b,2,194.30000000,0.30000000,-0.30000000,0,0.85000,0.05000,-0.05000,0,,,,
352,HD 155358,c,2,391.90000000,1.00000000,-1.00000000,0,0.82000,0.07000,-0.07000,0,,,,
353,HD 156279,b,1,131.05000000,0.54000000,-0.54000000,0,9.71000,0.66000,-0.66000,0,,,,
354,HD 156411,b,1,842.20000000,14.50000000,-14.50000000,0,0.74000,0.05000,-0.04000,0,,,,
355,HD 156668,b,1,4.64550000,0.00110000,-0.00110000,0,0.01300,0.00200,-0.00200,0,,,,
356,HD 156846,b,1,359.55460000,0.00710000,-0.00710000,0,10.57000,0.29000,-0.29000,0,,,,
357,HD 158038,b,1,521.00000000,6.90000000,-6.90000000,0,1.80000,0.20000,-0.20000,0,,,,
358,HD 159243,b,2,12.62000000,0.00400000,-0.00400000,0,1.13000,0.05000,-0.05000,0,,,,
359,HD 159243,c,2,248.40000000,4.90000000,-4.90000000,0,1.90000,0.13000,-0.13000,0,,,,
360,HD 159868,b,2,1178.40000000,8.80000000,-8.80000000,0,2.10000,0.11000,-0.11000,0,,,,
361,HD 159868,c,2,352.30000000,1.30000000,-1.30000000,0,0.73000,0.05000,-0.05000,0,,,,
362,HD 1605,b,2,577.90000000,5.60000000,-4.90000000,0,0.96000,0.06000,-0.04000,0,,,,
363,HD 1605,c,2,2111.00000000,42.00000000,-32.00000000,0,3.48000,0.13000,-0.11000,0,,,,
364,HD 160691,b,4,643.25000000,0.90000000,-0.90000000,0,1.08000,,,0,,,,
365,HD 160691,c,4,4205.80000000,758.90000000,-758.90000000,0,1.81400,,,0,,,,
366,HD 160691,d,4,9.63860000,0.00150000,-0.00150000,0,0.03321,,,0,,,,
367,HD 160691,e,4,310.55000000,0.83000000,-0.83000000,0,0.52190,,,0,,,,
368,HD 16141,b,1,75.52300000,0.05500000,-0.05500000,0,0.26000,0.02800,-0.02800,0,,,,
369,HD 16175,b,1,995.40000000,2.80000000,-2.80000000,0,4.77000,0.37000,-0.37000,0,,,,
370,HD 162020,b,1,8.42819800,0.00005600,-0.00005600,0,14.40000,,,0,,,,
371,HD 163607,b,2,75.29000000,0.02000000,-0.02000000,0,0.77000,0.04000,-0.04000,0,,,,
372,HD 163607,c,2,1314.00000000,8.00000000,-8.00000000,0,2.29000,0.16000,-0.16000,0,,,,
373,HD 16417,b,1,17.24000000,0.01000000,-0.01000000,0,0.06960,0.00630,-0.00630,0,,,,
374,HD 164509,b,1,282.40000000,3.80000000,-3.80000000,0,0.48000,0.09000,-0.09000,0,,,,
375,HD 164595,b,1,40.00000000,0.24000000,-0.24000000,0,0.05078,0.00856,-0.00856,0,,,,
376,HD 164604,b,1,606.40000000,9.00000000,-9.00000000,0,2.70000,1.30000,-1.30000,0,,,,
377,HD 164922,b,2,1201.10000000,5.60000000,-5.50000000,0,0.33855,0.01542,-0.01510,0,,,,
378,HD 164922,c,2,75.76500000,0.05800000,-0.05600000,0,0.04059,0.00503,-0.00503,0,,,,
379,HD 1666,b,1,270.00000000,0.80000000,-0.90000000,0,6.43000,0.31000,-0.22000,0,,,,
380,HD 166724,b,1,5144.00000000,705.00000000,-467.00000000,0,3.53000,0.11000,-0.11000,0,,,,
381,HD 167042,b,1,420.77000000,3.48000000,-3.11000000,0,1.70000,0.09000,-0.12000,0,,,,
382,HD 168443,b,2,58.11247000,0.00030000,-0.00030000,0,7.65900,0.09750,-0.09750,0,,,,
383,HD 168443,c,2,1749.83000000,0.57000000,-0.57000000,0,17.19300,0.21000,-0.21000,0,,,,
384,HD 168746,b,1,6.40400000,0.00140000,-0.00140000,0,0.24800,0.02300,-0.02300,0,,,,
385,HD 1690,b,1,533.00000000,1.70000000,-1.70000000,0,6.10000,0.90000,-0.90000,0,,,,
386,HD 169830,b,2,225.62000000,0.22000000,-0.22000000,0,2.88000,,,0,,,,
387,HD 169830,c,2,2102.00000000,264.00000000,-264.00000000,0,4.04000,,,0,,,,
388,HD 170469,b,1,1145.00000000,18.00000000,-18.00000000,0,0.67000,,,0,,,,
389,HD 17092,b,1,359.90000000,2.40000000,-2.40000000,0,4.60000,0.30000,-0.30000,0,,,,
390,HD 171028,b,1,550.00000000,3.00000000,-3.00000000,0,1.98000,,,0,,,,
391,HD 171238,b,1,1523.00000000,40.00000000,-45.00000000,0,2.60000,0.15000,-0.15000,0,,,,
392,HD 17156,b,1,21.21663000,0.00045000,-0.00045000,0,3.22000,0.08000,-0.08000,0,1.020,0.080,-0.080,0
393,HD 173416,b,1,323.60000000,2.20000000,-2.20000000,0,2.70000,0.30000,-0.30000,0,,,,
394,HD 175167,b,1,1290.00000000,22.00000000,-22.00000000,0,7.80000,3.50000,-3.50000,0,,,,
395,HD 175541,b,1,297.30000000,0.60000000,-0.60000000,0,0.61000,,,0,,,,
396,HD 175607,b,1,29.01000000,0.02000000,-0.02000000,0,0.02825,0.00346,-0.00346,0,,,,
397,HD 177830,b,2,406.60000000,0.40000000,-0.40000000,0,1.49000,0.03000,-0.03000,0,,,,
398,HD 177830,c,2,110.90000000,0.10000000,-0.10000000,0,0.15000,0.02000,-0.02000,0,,,,
399,HD 178911 B,b,1,71.48400000,0.00200000,-0.00200000,0,7.03000,0.28000,-0.28000,0,,,,
400,HD 179079,b,1,14.47600000,0.01100000,-0.01100000,0,0.08660,0.00800,-0.00800,0,,,,
401,HD 179949,b,1,3.09251400,0.00003200,-0.00003200,0,0.91600,0.07600,-0.07600,0,,,,
402,HD 180314,b,1,396.03000000,0.62000000,-0.62000000,0,22.00000,,,0,,,,
403,HD 180902,b,1,479.00000000,13.00000000,-13.00000000,0,1.60000,0.20000,-0.20000,0,,,,
404,HD 181342,b,1,562.10000000,6.00000000,-6.00000000,0,2.90000,0.20000,-0.20000,0,,,,
405,HD 181433,b,3,9.37430000,0.00190000,-0.00190000,0,0.02400,,,0,,,,
406,HD 181433,c,3,962.00000000,15.00000000,-15.00000000,0,0.64000,,,0,,,,
407,HD 181433,d,3,2172.00000000,158.00000000,-158.00000000,0,0.54000,,,0,,,,
408,HD 181720,b,1,956.00000000,14.00000000,-14.00000000,0,0.37000,,,0,,,,
409,HD 183263,b,2,626.50000000,1.10000000,-1.10000000,0,3.67000,0.30000,-0.30000,0,,,,
410,HD 183263,c,2,3070.00000000,110.00000000,-110.00000000,0,3.57000,0.55000,-0.55000,0,,,,
411,HD 185269,b,1,6.83800000,0.00100000,-0.00100000,0,0.94000,,,0,,,,
412,HD 187085,b,1,986.00000000,,,0,0.75000,,,0,,,,
413,HD 187123,b,2,3.09658280,0.00000780,-0.00000780,0,0.52300,0.04300,-0.04300,0,,,,
414,HD 187123,c,2,3810.00000000,420.00000000,-420.00000000,0,1.99000,0.25000,-0.25000,0,,,,
415,HD 18742,b,1,772.00000000,11.00000000,-11.00000000,0,2.70000,0.30000,-0.30000,0,,,,
416,HD 188015,b,1,461.20000000,1.70000000,-1.70000000,0,1.50000,0.13000,-0.13000,0,,,,
417,HD 189733,b,1,2.21857520,0.00000008,-0.00000008,0,,,,,,,,
418,HD 190360,b,2,2915.00000000,29.00000000,-29.00000000,0,1.56000,0.13000,-0.13000,0,,,,
419,HD 190360,c,2,17.11100000,0.00480000,-0.00480000,0,0.06000,0.00760,-0.00760,0,,,,
420,HD 190647,b,1,1038.10000000,4.90000000,-4.90000000,0,1.90000,0.06000,-0.06000,0,,,,
421,HD 190984,b,1,4885.00000000,1600.00000000,-1600.00000000,0,3.10000,,,0,,,,
422,HD 191806,b,1,1606.30000000,7.20000000,-7.20000000,0,8.52000,0.63000,-0.63000,0,,,,
423,HD 192263,b,1,24.35870000,0.00220000,-0.00220000,0,0.73300,0.01500,-0.01500,0,,,,
424,HD 192310,b,2,74.72000000,0.10000000,-0.10000000,0,0.05320,0.00280,-0.00280,0,,,,
425,HD 192310,c,2,525.80000000,9.20000000,-9.20000000,0,0.07600,0.01600,-0.01600,0,,,,
426,HD 192699,b,1,345.53000000,1.77000000,-1.63000000,0,2.40000,0.15000,-0.21000,0,,,,
427,HD 195019,b,1,18.20132000,0.00039000,-0.00039000,0,3.69000,0.30000,-0.30000,0,,,,
428,HD 196050,b,1,1378.00000000,21.00000000,-21.00000000,0,2.90000,0.26000,-0.26000,0,,,,
429,HD 196067,b,1,3638.00000000,232.00000000,-185.00000000,0,6.90000,3.90000,-1.10000,0,,,,
430,HD 196885,b,1,1333.00000000,15.00000000,-15.00000000,0,2.58000,0.16000,-0.16000,0,,,,
431,HD 197037,b,1,1035.70000000,13.00000000,-13.00000000,0,0.79000,0.05000,-0.05000,0,,,,
432,HD 19994,b,1,466.20000000,1.70000000,-1.70000000,0,1.37000,0.12000,-0.12000,0,,,,
433,HD 200964,b,2,613.80000000,1.30000000,-1.40000000,0,1.85000,0.14000,-0.08000,0,,,,
434,HD 200964,c,2,825.00000000,5.10000000,-3.10000000,0,0.89500,0.12300,-0.06300,0,,,,
435,HD 202206,b,2,255.87000000,0.06000000,-0.06000000,0,17.40000,,,0,,,,
436,HD 202206,c,2,1383.40000000,18.40000000,-18.40000000,0,2.44000,,,0,,,,
437,HD 203030,b,1,,,,,24.09000,8.37900,-11.52100,0,,,,
438,HD 2039,b,1,1120.00000000,23.00000000,-23.00000000,0,6.11000,0.82000,-0.82000,0,,,,
439,HD 204313,b,2,2024.10000000,3.10000000,-3.10000000,0,4.28000,0.30000,-0.30000,0,,,,
440,HD 204313,c,2,34.90500000,0.01200000,-0.01200000,0,0.05530,0.00530,-0.00530,0,,,,
441,HD 204941,b,1,1733.00000000,74.00000000,-74.00000000,0,0.26600,0.03200,-0.03200,0,,,,
442,HD 205739,b,1,279.80000000,0.10000000,-0.10000000,0,1.37000,0.07000,-0.09000,0,,,,
443,HD 206610,b,1,610.00000000,13.00000000,-13.00000000,0,2.20000,0.10000,-0.10000,0,,,,
444,HD 20782,b,1,597.06500000,0.04300000,-0.04300000,0,1.43000,0.03000,-0.03000,0,,,,
445,HD 207832,b,2,161.97000000,0.97000000,-0.78000000,0,0.56000,0.06000,-0.03000,0,,,,
446,HD 207832,c,2,1155.70000000,71.90000000,-37.00000000,0,0.73000,0.18000,-0.05000,0,,,,
447,HD 20794,b,3,18.31500000,0.00800000,-0.00800000,0,0.00850,0.00090,-0.00090,0,,,,
448,HD 20794,c,3,40.11400000,0.05300000,-0.05300000,0,0.00760,0.00130,-0.00130,0,,,,
449,HD 20794,d,3,90.30900000,0.18400000,-0.18400000,0,0.01500,0.00200,-0.00200,0,,,,
450,HD 208487,b,1,130.08000000,0.51000000,-0.51000000,0,0.52000,0.08200,-0.08200,0,,,,
451,HD 208527,b,1,875.50000000,5.80000000,-5.80000000,0,9.90000,1.70000,-1.70000,0,,,,
452,HD 20868,b,1,380.85000000,0.09000000,-0.09000000,0,1.99000,0.05000,-0.05000,0,,,,
453,HD 209458,b,1,3.52474859,0.00000038,-0.00000038,0,,,,,1.320,0.024,-0.025,0
454,HD 210277,b,1,442.19000000,0.50000000,-0.50000000,0,1.29000,0.11000,-0.11000,0,,,,
